Genius-UI 用于Grounding的sft模型,开源模型微调,Qwen3-vl-32b,L20_2_96
LLM防火墙影子模型,开源模型微调,qwen3,L20_1_48
修正ugc机审notpass模型,开源模型微调,qwen3,L20_1_48
度假ai机器翻译GPU后台python服务,自研模型,自研-transformer 300M * 5 (单卡5个模型),T4
度假ai机器翻译GPU后台python服务,自研模型,自研-transformer 300M * 5 (单卡5个模型),T4
度假ai机器翻译GPU后台python服务,自研模型,自研-transformer 300M * 5 (单卡5个模型),T4_1_16
酒店图像水印去除应用,自研模型,stable diffusion,L20_1_48
酒店图像水印去除应用,自研模型,stable diffusion,L20_1_48
酒店图像水印去除应用,自研模型,stable diffusion,L20_1_48
酒店质量分2020Q2,自研模型,自研小模型,T4_1_16
酒店图像新版清晰度打分,自研模型,自研小模型,T4_1_16
酒店旅拍图像清晰度提升,开源模型微调,stable diffusion,V100_1_32
酒店旅拍图像清晰度提升,开源模型微调,stable diffusion,T4_1_16
酒店旅拍图像清晰度提升,开源模型微调,stable diffusion,T4
酒店旅拍图像清晰度提升,开源模型微调,stable diffusion,V100
tripgpt语言模型,开源模型微调,qwen2.5-14B,A100_1_80
tripgpt语言模型,开源模型微调,qwen2.5-14B,A100_1_80
tripgpt语言模型,开源模型微调,qwen2.5-14B,A100_1_80
tripgpt语言模型,开源模型微调,bge-large（300M左右） * 4,L20_1_48
tripgpt语言模型,开源模型微调,bge-large（300M左右） * 4 + qwen0.5,L20_1_48
tripgpt语言模型,开源模型微调,bge-large（300M左右）* 2,L20_1_48
tripgpt语言模型,开源模型微调,qwen0.5 *2,L20_1_48
AITripGPT评估环境,开源模型微调,qwen2.5 14b,A100_1_80
酒店入库小图放大并缩放至指定尺寸,开源模型微调,stable diffusion,L20_1_48
酒店入库小图放大并缩放至指定尺寸,开源模型微调,stable diffusion,L20_1_48
酒店入库小图放大并缩放至指定尺寸,开源模型微调,stable diffusion,L20_1_48
基础算法大模型推理应用（非上线应用）,开源模型微调,qwen2.5-14b,A100_1_80
基础算法大模型推理应用（非上线应用）,开源模型微调,qwen2.5-72b,A100_1_80
基础算法大模型推理应用（非上线应用）,开源模型微调,qwen2.5-14b,A100_1_80
大搜llm大语言模型服务,开源模型微调,qwen2.5-14b,L20_1_48
大搜llm大语言模型服务,开源模型微调,qwen2.5-14b,L20_1_48
旅游线路产品大模型训练推理,开源模型微调,Qwen3,H20_1_96
旅游线路产品大模型训练推理,开源模型微调,Qwen3,H20_8_768
旅游线路产品大模型训练推理,开源模型微调,Qwen3,H20_1_96
旅游线路产品大模型训练推理,开源模型微调,qwen3,H20_1_96
旅游线路产品大模型训练推理,开源模型,Qwen3.5-27b,H20_8_768
旅游线路产品大模型训练推理,开源模型微调,Qwen3,H20_8_768
旅游线路产品大模型训练推理,开源模型微调,Qwen3,H20_8_768
问道片段文本敏感词检测,开源模型,Qwen3,L20_2_96
信息流GPU 模型服务,自研模型,自研,L20_1_48
信息流GPU 模型服务,自研模型,自研,L20_1_48
首页信息流GPU在线推理服务分组2,自研模型,自研,L20_1_48
首页信息流GPU在线推理服务分组2,自研模型,自研,L20_1_48
问道query推荐应用,开源模型微调,Qwen2.5,L20_2_96
问道query推荐应用,开源模型,Qwen2.5,L20_2_96
大搜端到端检索模型服务,开源模型微调,"mt5, bert, qwen, bge",L20_1_48
大搜端到端检索模型服务,开源模型微调,"mt5, bert, qwen, bge",L20_1_48
大搜端到端检索模型服务,开源模型微调,"mt5, bert, qwen, bge",L20_1_48
大搜通用模型推理服务,开源模型微调,"qwen3, bert, bge",L20_1_48
大搜通用模型推理服务,开源模型微调,"qwen3, bert, bge",L20_1_48
大搜通用模型推理服务,开源模型微调,"qwen3, bert, bge",L20_1_48
QQ匹配相关型判断服务,,已缩容,L20_1_48
内容中心媒体ai模型服务,开源模型,whisper/rapidocr/htdemucs_ft,L20_1_48
机器学习通用模型服务,开源模型,MGEO,L20_1_48
问道query推荐SFT版本,开源模型微调,Qwen2.5,L20_2_96
搜索nlp大模型服务,开源模型微调,"qwen3, bert, bge",L20_1_48
搜索nlp大模型服务,开源模型微调,"qwen3, bert, bge",L20_1_48
搜索nlp大模型服务,开源模型微调,"qwen3, bert, bge",L20_1_48
大搜llm大语言模型意图服务,开源模型微调,qwen2.5-14b,L20_1_48
大搜llm大语言模型意图服务,开源模型微调,qwen2.5-14b,L20_1_48
agentic-rag,开源模型微调,qwen2.5 7b,H20_1_96
首页信息流GPU在线推理服务gray,自研模型,自研,L20_1_48
首页信息流GPU在线推理服务分组3,自研模型,自研,L20_1_48
首页信息流GPU在线推理服务分组3,自研模型,自研,L20_1_48
首页信息流GPU在线推理服务分组4,自研模型,自研,L20_1_48
首页信息流GPU在线推理服务分组4,自研模型,自研,L20_1_48
首页信息流GPU在线推理服务分组5,自研模型,自研,L20_1_48
首页信息流GPU在线推理服务分组5,自研模型,自研,L20_1_48
首页信息流GPU在线推理服务分组6,自研模型,自研,L20_1_48
首页信息流GPU在线推理服务分组6,自研模型,自研,L20_1_48
大搜端到端模型sid服务,开源模型微调,"qwen3, bert, bge",L20_1_48
大搜端到端模型sid服务,开源模型微调,"qwen3, bert, bge",L20_1_48
大搜端到端模型sid服务,开源模型微调,"qwen3, bert, bge",L20_1_48
trip信息流GPU在线推理服务分组1,自研模型,自研,L20_1_48
Trip全BU多语言智能语音识别实时引擎,自研模型,自研,L20_1_48
Trip全BU多语言智能语音识别实时引擎,自研模型,自研,L20_1_48
Trip全BU多语言智能语音识别实时引擎,自研模型,自研,L20_1_48
Trip全BU多语言智能语音识别实时引擎,自研模型,自研,L20_1_48
Trip全BU多语言智能语音识别实时引擎,自研模型,自研,L20_1_48
Trip全BU多语言智能语音识别实时引擎,自研模型,自研,L20_1_48
Trip全BU多语言智能语音识别实时引擎,自研模型,自研,L20_1_48
Trip全BU多语言智能语音识别实时引擎,自研模型,自研,L20_1_48
Trip全BU多语言智能语音识别实时引擎,自研模型,自研,L20_1_48
离线极速版转写引擎的消费者,自研模型,自研,L20_1_48
离线极速版转写引擎的消费者,自研模型,自研,L20_1_48
丽呈酒店ASR离线转写引擎,自研模型,自研,L20_1_48
丽呈酒店ASR离线转写引擎,自研模型,自研,L20_1_48
多语言多模态ASR引擎服务,自研模型,自研,L20_1_48
多语言多模态ASR引擎服务,自研模型,自研,L20_1_48
多语言多模态ASR引擎服务,自研模型,自研,L20_1_48
国际化呼入实时流回显模型,自研模型,自研,L20_1_48
国际化呼入实时流回显模型,自研模型,自研,L20_1_48
国际化呼入实时流回显模型,自研模型,自研,L20_1_48
语音生成引擎高性能服务,自研模型,自研,L20_1_48
语音生成引擎高性能服务,自研模型,自研,L20_1_48
语音识别模型中文cn,自研模型,自研,L20_1_48
语音识别模型中文cn,自研模型,自研,L20_1_48
语音识别模型中文cn,自研模型,自研,L20_1_48
语音生成高性能中控服务,自研模型,自研,L20_1_48
语音生成高性能中控服务,自研模型,自研,L20_1_48
用户档案模型推理服务,开源模型,Qwen/Qwen3.5-35B-A3B-GPTQ-Int4,L20_1_48
用户档案模型推理服务,开源模型,Qwen/Qwen3-Embedding-4B,L20_1_48
度假推荐算法应用服务,开源模型微调,Qwen2-0.5B,L20_1_48
旅游事业群图生文服务(i2t),开源模型,Qwen2.5-vl,L20_1_48
火车中台图片视频优化服务,开源模型微调,Wan2.2-I2V-A14B-Distill,H20_1_96
火车中台图片视频优化服务,开源模型微调,Qwen-Image-Edit-2511-Lightning,L20_1_48
火车中台图片视频优化服务,开源模型微调,Qwen-Image-Edit-2511-Lightning,L20_1_48
火车中台图片视频优化服务,开源模型微调,Wan2.2-I2V-A14B-Distill,H20_1_96
